FID,COUNT,SCIENTIFIC,COMMON_NAM
691,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
692,4,Numenius madagascariensis,Eastern Curlew
692,4,Chelonia mydas,Green Turtle
692,4,Aipysurus apraefrontalis,Short-nosed Seasnake
692,4,Pristis pristis,Freshwater Sawfish
693,4,Numenius madagascariensis,Eastern Curlew
693,4,Chelonia mydas,Green Turtle
693,4,Lepidochelys olivacea,Olive Ridley Turtle
693,4,Aipysurus apraefrontalis,Short-nosed Seasnake
694,4,Numenius madagascariensis,Eastern Curlew
694,4,Chelonia mydas,Green Turtle
694,4,Lepidochelys olivacea,Olive Ridley Turtle
694,4,Pristis pristis,Freshwater Sawfish
695,4,Numenius madagascariensis,Eastern Curlew
695,4,Dasyurus hallucatus,Northern Quoll
695,4,Chelonia mydas,Green Turtle
695,4,Aipysurus apraefrontalis,Short-nosed Seasnake
696,4,Numenius madagascariensis,Eastern Curlew
696,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
696,4,Chelonia mydas,Green Turtle
696,4,Lepidochelys olivacea,Olive Ridley Turtle
697,4,Numenius madagascariensis,Eastern Curlew
697,4,Polytelis alexandrae,Princess Parrot
697,4,Chelonia mydas,Green Turtle
697,4,Aipysurus apraefrontalis,Short-nosed Seasnake
698,4,Numenius madagascariensis,Eastern Curlew
698,4,Polytelis alexandrae,Princess Parrot
698,4,Macrotis lagotis,Greater Bilby
698,4,Chelonia mydas,Green Turtle
699,4,Numenius madagascariensis,Eastern Curlew
699,4,Polytelis alexandrae,Princess Parrot
699,4,Macrotis lagotis,Greater Bilby
699,4,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
700,4,Numenius madagascariensis,Eastern Curlew
700,4,Psephotus chrysopterygius,Golden-shouldered Parrot
700,4,Erythrotriorchis radiatus,Red Goshawk
700,4,Dasyurus hallucatus,Northern Quoll
701,4,Numenius madagascariensis,Eastern Curlew
701,4,Pteropus conspicillatus,Spectacled Flying-fox
701,4,Chelonia mydas,Green Turtle
701,4,Lepidochelys olivacea,Olive Ridley Turtle
702,4,Numenius madagascariensis,Eastern Curlew
702,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
702,4,Anthochaera phrygia,Regent Honeyeater
702,4,Chelonia mydas,Green Turtle
703,4,Numenius madagascariensis,Eastern Curlew
703,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
703,4,Lathamus discolor,Swift Parrot
703,4,Dasyurus viverrinus,Eastern Quoll
704,4,Numenius madagascariensis,Eastern Curlew
704,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
704,4,Lathamus discolor,Swift Parrot
704,4,Litoria raniformis,Growling Grass Frog
705,4,Numenius madagascariensis,Eastern Curlew
705,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
705,4,Lathamus discolor,Swift Parrot
705,4,Pseudomys novaehollandiae,New Holland Mouse
706,4,Lathamus discolor,Swift Parrot
706,4,Astacopsis gouldi,Giant Freshwater Crayfish
706,4,Litoria raniformis,Growling Grass Frog
706,4,Dasyurus viverrinus,Eastern Quoll
707,4,Lathamus discolor,Swift Parrot
707,4,Litoria raniformis,Growling Grass Frog
707,4,Dasyurus viverrinus,Eastern Quoll
707,4,Ammoniropa vigens,Ammonite Pinwheel Snail
708,4,Lathamus discolor,Swift Parrot
708,4,Litoria raniformis,Growling Grass Frog
708,4,Dasyurus viverrinus,Eastern Quoll
708,4,Galaxias fontanus,Swan Galaxias
709,4,Lathamus discolor,Swift Parrot
709,4,Litoria raniformis,Growling Grass Frog
709,4,Dasyurus viverrinus,Eastern Quoll
709,4,Prasophyllum taphanyx,Graveside Leek-orchid
710,4,Lathamus discolor,Swift Parrot
710,4,Litoria raniformis,Growling Grass Frog
710,4,Miniopterus orianae bassanii,Southern Bent-wing Bat
710,4,Lachnagrostis adamsonii,Adamson's Blown-grass
711,4,Lathamus discolor,Swift Parrot
711,4,Litoria raniformis,Growling Grass Frog
711,4,Prasophyllum taphanyx,Graveside Leek-orchid
711,4,Galaxias fontanus,Swan Galaxias
712,4,Lathamus discolor,Swift Parrot
712,4,Petrogale penicillata,Brush-tailed Rock-wallaby
712,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
712,4,Pseudomys novaehollandiae,New Holland Mouse
713,4,Lathamus discolor,Swift Parrot
713,4,Petrogale penicillata,Brush-tailed Rock-wallaby
713,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
713,4,Wollumbinia georgesi,Georges' Snapping Turtle
714,4,Lathamus discolor,Swift Parrot
714,4,Phebalium daviesii,Davies' Waxflower
714,4,Litoria raniformis,Growling Grass Frog
714,4,Dasyurus viverrinus,Eastern Quoll
715,4,Lathamus discolor,Swift Parrot
715,4,Philoria kundagungan,Mountain Frog
715,4,Petrogale penicillata,Brush-tailed Rock-wallaby
715,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
716,4,Lathamus discolor,Swift Parrot
716,4,Rhodomyrtus psidioides,Native Guava
716,4,Petrogale penicillata,Brush-tailed Rock-wallaby
716,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
717,4,Lathamus discolor,Swift Parrot
717,4,Rhodomyrtus psidioides,Native Guava
717,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
717,4,Pseudomys novaehollandiae,New Holland Mouse
718,4,Numenius madagascariensis,Eastern Curlew
718,4,Erythrotriorchis radiatus,Red Goshawk
718,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
718,4,Pteropus conspicillatus,Spectacled Flying-fox
719,4,Numenius madagascariensis,Eastern Curlew
719,4,Erythrotriorchis radiatus,Red Goshawk
719,4,Pteropus conspicillatus,Spectacled Flying-fox
719,4,Chelonia mydas,Green Turtle
720,4,Numenius madagascariensis,Eastern Curlew
720,4,Erythrotriorchis radiatus,Red Goshawk
720,4,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
720,4,Dasyurus hallucatus,Northern Quoll
721,4,Numenius madagascariensis,Eastern Curlew
721,4,Erythrotriorchis radiatus,Red Goshawk
721,4,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
721,4,Pristis pristis,Freshwater Sawfish
722,4,Numenius madagascariensis,Eastern Curlew
722,4,Hippocampus whitei,White's Seahorse
722,4,Chelonia mydas,Green Turtle
722,4,Lepidochelys olivacea,Olive Ridley Turtle
723,4,Numenius madagascariensis,Eastern Curlew
723,4,Leipoa ocellata,Malleefowl
723,4,Macrotis lagotis,Greater Bilby
723,4,Chelonia mydas,Green Turtle
724,4,Numenius madagascariensis,Eastern Curlew
724,4,Leipoa ocellata,Malleefowl
724,4,Pedionomus torquatus,Plains-wanderer
724,4,Craterocephalus fluviatilis,Murray Hardyhead
725,4,Numenius madagascariensis,Eastern Curlew
725,4,Lepidorrhachis mooreana,Little Mountain Palm
725,4,Chelonia mydas,Green Turtle
725,4,Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail
726,4,Numenius madagascariensis,Eastern Curlew
726,4,Macrotis lagotis,Greater Bilby
726,4,Chelonia mydas,Green Turtle
726,4,Aipysurus apraefrontalis,Short-nosed Seasnake
727,4,Numenius madagascariensis,Eastern Curlew
727,4,Macrotis lagotis,Greater Bilby
727,4,Chelonia mydas,Green Turtle
727,4,Pristis pristis,Freshwater Sawfish
728,4,Numenius madagascariensis,Eastern Curlew
728,4,Macrotis lagotis,Greater Bilby
728,4,Dasyurus hallucatus,Northern Quoll
728,4,Aipysurus apraefrontalis,Short-nosed Seasnake
729,4,Numenius madagascariensis,Eastern Curlew
729,4,Macrotis lagotis,Greater Bilby
729,4,Dasyurus hallucatus,Northern Quoll
729,4,Chelonia mydas,Green Turtle
730,4,Numenius madagascariensis,Eastern Curlew
730,4,Macrotis lagotis,Greater Bilby
730,4,Dasyurus hallucatus,Northern Quoll
730,4,Pristis pristis,Freshwater Sawfish
731,4,Numenius madagascariensis,Eastern Curlew
731,4,Macrotis lagotis,Greater Bilby
731,4,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
731,4,Pristis pristis,Freshwater Sawfish
732,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
732,4,Neophema chrysogaster,Orange-bellied Parrot
732,4,Lathamus discolor,Swift Parrot
732,4,Litoria raniformis,Growling Grass Frog
733,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
733,4,Neophema chrysogaster,Orange-bellied Parrot
733,4,Lathamus discolor,Swift Parrot
733,4,Miniopterus orianae bassanii,Southern Bent-wing Bat
734,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
734,4,Neophema chrysogaster,Orange-bellied Parrot
734,4,Lathamus discolor,Swift Parrot
734,4,Zearaja maugeana,Maugean Skate
735,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
735,4,Neophema chrysogaster,Orange-bellied Parrot
735,4,Litoria raniformis,Growling Grass Frog
735,4,Miniopterus orianae bassanii,Southern Bent-wing Bat
736,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
736,4,Neophema chrysogaster,Orange-bellied Parrot
736,4,Pedionomus torquatus,Plains-wanderer
736,4,Anthochaera phrygia,Regent Honeyeater
737,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
737,4,Neophema chrysogaster,Orange-bellied Parrot
737,4,Pedionomus torquatus,Plains-wanderer
737,4,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
738,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
738,4,Neophema chrysogaster,Orange-bellied Parrot
738,4,Pedionomus torquatus,Plains-wanderer
738,4,Neophoca cinerea,Australian Sea-lion
739,4,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
739,4,Dasyurus hallucatus,Northern Quoll
739,4,Chelonia mydas,Green Turtle
739,4,Lepidochelys olivacea,Olive Ridley Turtle
740,4,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
740,4,Dasyurus hallucatus,Northern Quoll
740,4,Chelonia mydas,Green Turtle
740,4,Pristis pristis,Freshwater Sawfish
741,4,Zanda latirostris,Carnaby's Black Cockatoo
741,4,Anstisia alba,White-bellied Frog
741,4,Dasyurus geoffroii,Chuditch
741,4,Pseudocheirus occidentalis,Western Ringtail Possum
742,4,Zanda latirostris,Carnaby's Black Cockatoo
742,4,Anstisia alba,White-bellied Frog
742,4,Dasyurus geoffroii,Chuditch
742,4,Setonix brachyurus,Quokka
743,4,Zanda latirostris,Carnaby's Black Cockatoo
743,4,Dasyurus geoffroii,Chuditch
743,4,Myrmecobius fasciatus,Numbat
743,4,Pseudocheirus occidentalis,Western Ringtail Possum
744,4,Zanda latirostris,Carnaby's Black Cockatoo
744,4,Dasyurus geoffroii,Chuditch
744,4,Myrmecobius fasciatus,Numbat
744,4,Setonix brachyurus,Quokka
745,4,Zanda latirostris,Carnaby's Black Cockatoo
745,4,Dasyurus geoffroii,Chuditch
745,4,Pseudocheirus occidentalis,Western Ringtail Possum
745,4,Chelonia mydas,Green Turtle
746,4,Zanda latirostris,Carnaby's Black Cockatoo
746,4,Dasyurus geoffroii,Chuditch
746,4,Setonix brachyurus,Quokka
746,4,Pseudocheirus occidentalis,Western Ringtail Possum
747,4,Zanda latirostris,Carnaby's Black Cockatoo
747,4,Leipoa ocellata,Malleefowl
747,4,Dasyurus geoffroii,Chuditch
747,4,Chelonia mydas,Green Turtle
748,4,Zanda latirostris,Carnaby's Black Cockatoo
748,4,Leipoa ocellata,Malleefowl
748,4,Dasyurus geoffroii,Chuditch
748,4,Macrotis lagotis,Greater Bilby
749,4,Zanda latirostris,Carnaby's Black Cockatoo
749,4,Leipoa ocellata,Malleefowl
749,4,Dasyurus geoffroii,Chuditch
749,4,Myrmecobius fasciatus,Numbat
750,4,Numenius madagascariensis,Eastern Curlew
750,4,Neophoca cinerea,Australian Sea-lion
750,4,Setonix brachyurus,Quokka
750,4,Chelonia mydas,Green Turtle
751,4,Numenius madagascariensis,Eastern Curlew
751,4,Pedionomus torquatus,Plains-wanderer
751,4,Litoria raniformis,Growling Grass Frog
751,4,Craterocephalus fluviatilis,Murray Hardyhead
752,4,Zanda latirostris,Carnaby's Black Cockatoo
752,4,Numenius madagascariensis,Eastern Curlew
752,4,Leipoa ocellata,Malleefowl
752,4,Dasyurus geoffroii,Chuditch
753,4,Zanda latirostris,Carnaby's Black Cockatoo
753,4,Numenius madagascariensis,Eastern Curlew
753,4,Neophoca cinerea,Australian Sea-lion
753,4,Chelonia mydas,Green Turtle
754,5,Anthochaera phrygia,Regent Honeyeater
754,5,Hippocampus whitei,White's Seahorse
754,5,Chelonia mydas,Green Turtle
754,5,Lepidochelys olivacea,Olive Ridley Turtle
754,5,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population)
755,5,Anthochaera phrygia,Regent Honeyeater
755,5,Lathamus discolor,Swift Parrot
755,5,Petrogale penicillata,Brush-tailed Rock-wallaby
755,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
755,5,Delma torquata,Adorned Delma
756,5,Anthochaera phrygia,Regent Honeyeater
756,5,Lathamus discolor,Swift Parrot
756,5,Petrogale penicillata,Brush-tailed Rock-wallaby
756,5,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
756,5,Pseudomys novaehollandiae,New Holland Mouse
757,4,Polytelis alexandrae,Princess Parrot
757,4,Chelonia mydas,Green Turtle
757,4,Aipysurus apraefrontalis,Short-nosed Seasnake
757,4,Pristis pristis,Freshwater Sawfish
758,4,Polytelis alexandrae,Princess Parrot
758,4,Dasyurus hallucatus,Northern Quoll
758,4,Chelonia mydas,Green Turtle
758,4,Lepidochelys olivacea,Olive Ridley Turtle
759,4,Polytelis alexandrae,Princess Parrot
759,4,Dasyurus hallucatus,Northern Quoll
759,4,Chelonia mydas,Green Turtle
759,4,Pristis pristis,Freshwater Sawfish
760,4,Polytelis alexandrae,Princess Parrot
760,4,Erythrotriorchis radiatus,Red Goshawk
760,4,Macrotis lagotis,Greater Bilby
760,4,Liopholis kintorei,Great Desert Skink
761,4,Polytelis alexandrae,Princess Parrot
761,4,Erythrotriorchis radiatus,Red Goshawk
761,4,Macrozamia macdonnellii,MacDonnell Ranges Cycad
761,4,Zyzomys pedunculatus,Central Rock-rat
762,4,Polytelis alexandrae,Princess Parrot
762,4,Macrotis lagotis,Greater Bilby
762,4,Chelonia mydas,Green Turtle
762,4,Aipysurus apraefrontalis,Short-nosed Seasnake
763,4,Polytelis alexandrae,Princess Parrot
763,4,Trichosurus vulpecula arnhemensis,Northern Brushtail Possum
763,4,Dasyurus hallucatus,Northern Quoll
763,4,Chelonia mydas,Green Turtle
764,4,Psephotus chrysopterygius,Golden-shouldered Parrot
764,4,Erythrotriorchis radiatus,Red Goshawk
764,4,Dasyurus hallucatus,Northern Quoll
764,4,Pristis pristis,Freshwater Sawfish
765,4,Rhodomyrtus psidioides,Native Guava
765,4,Petrogale penicillata,Brush-tailed Rock-wallaby
765,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
765,4,Pseudomys novaehollandiae,New Holland Mouse
766,4,Rhodomyrtus psidioides,Native Guava
766,4,Phyllodes imperialis smithersi,Pink Underwing Moth
766,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
766,4,Pseudomys novaehollandiae,New Holland Mouse
767,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
767,4,Acanthiza pusilla magnirostris,King Island Brown Thornbill
767,4,Acanthornis magna greeniana,King Island Scrubtit
767,4,Neophema chrysogaster,Orange-bellied Parrot
768,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
768,4,Acanthiza pusilla magnirostris,King Island Brown Thornbill
768,4,Neophema chrysogaster,Orange-bellied Parrot
768,4,Lathamus discolor,Swift Parrot
769,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
769,4,Acanthiza pusilla magnirostris,King Island Brown Thornbill
769,4,Neophema chrysogaster,Orange-bellied Parrot
769,4,Litoria raniformis,Growling Grass Frog
770,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
770,4,Anthochaera phrygia,Regent Honeyeater
770,4,Chelonia mydas,Green Turtle
770,4,Carcharias taurus (east coast population),Grey Nurse Shark (east coast population)
771,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
771,4,Anthochaera phrygia,Regent Honeyeater
771,4,Lathamus discolor,Swift Parrot
771,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
772,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
772,4,Lathamus discolor,Swift Parrot
772,4,Astacopsis gouldi,Giant Freshwater Crayfish
772,4,Litoria raniformis,Growling Grass Frog
773,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
773,4,Lathamus discolor,Swift Parrot
773,4,Dasyurus viverrinus,Eastern Quoll
773,4,Galaxias fontanus,Swan Galaxias
774,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
774,4,Lathamus discolor,Swift Parrot
774,4,Dasyurus viverrinus,Eastern Quoll
774,4,Pseudomys novaehollandiae,New Holland Mouse
775,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
775,4,Lathamus discolor,Swift Parrot
775,4,Dasyurus viverrinus,Eastern Quoll
775,4,Thymichthys politus,Red Handfish
776,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
776,4,Lathamus discolor,Swift Parrot
776,4,Litoria raniformis,Growling Grass Frog
776,4,Dasyurus viverrinus,Eastern Quoll
777,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
777,4,Lathamus discolor,Swift Parrot
777,4,Litoria raniformis,Growling Grass Frog
777,4,Galaxias fontanus,Swan Galaxias
778,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
778,4,Leipoa ocellata,Malleefowl
778,4,Neophoca cinerea,Australian Sea-lion
778,4,Macrotis lagotis,Greater Bilby
779,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
779,4,Leipoa ocellata,Malleefowl
779,4,Neophoca cinerea,Australian Sea-lion
779,4,Prasophyllum laxum,Lax Leek Orchid
780,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
780,4,Leipoa ocellata,Malleefowl
780,4,Pedionomus torquatus,Plains-wanderer
780,4,Neophoca cinerea,Australian Sea-lion
781,4,Thinornis cucullatus cucullatus,Eastern Hooded Plover
781,4,Neophema chrysogaster,Orange-bellied Parrot
781,4,Lathamus discolor,Swift Parrot
781,4,Astacopsis gouldi,Giant Freshwater Crayfish
782,4,Philoria kundagungan,Mountain Frog
782,4,Petrogale penicillata,Brush-tailed Rock-wallaby
782,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
782,4,Pseudomys novaehollandiae,New Holland Mouse
783,4,Pedionomus torquatus,Plains-wanderer
783,4,Anthochaera phrygia,Regent Honeyeater
783,4,Lathamus discolor,Swift Parrot
783,4,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)",Koala (combined populations of Queensland
784,4,Pedionomus torquatus,Plains-wanderer
784,4,Calyptorhynchus banksii graptogyne,South-eastern Red-tailed Black-Cockatoo
